Corrected.Collector.Collection.Number,Collector.Collection.Number,Collector,Collection.Number,Occupancy.Adults,Occupancy.Seedling,Observation,Phenotypic.group,Cuatrecasas.Taxa,Pineda.Group,Species.Taxa.Assignment.For.Occupancy.Analysis,Comment.Species.Taxa.Assignment.For.Occupancy.Analysis,Longitude,Latitude,Altitude,Length.Lamina.1,Length.Lamina.2,Length.Lamina.3,Width.Lamina.1,Width.Lamina.2,Width.Lamina.3,Length.Synflorescence.Axis.1,Length.Synflorescence.Axis.2,Length.Synflorescence.Axis.3,Perimeter.Synflorescence.Axis.1,Perimeter.Synflorescence.Axis.2,Perimeter.Synflorescence.Axis.3,Number.Pairs.Sterile.Leaves.Per.Synflorescence.1,Number.Pairs.Sterile.Leaves.Per.Synflorescence.2,Number.Pairs.Sterile.Leaves.Per.Synflorescence.3,Number.Capitula.Per.Synflorescence.1,Number.Capitula.Per.Synflorescence.2,Number.Capitula.Per.Synflorescence.3,Length.Cyme.Peduncle.Center.1,Length.Cyme.Peduncle.Center.2,Length.Cyme.Peduncle.Axial.1,Length.Cyme.Peduncle.Axial.2,Length.Cyme.Peduncle.Axial.3,Length.Cyme.Peduncle.Axial.4,Infructescence.Diameter.Capitulum.1,Infructescence.Diameter.Capitulum.2,Infructescence.Diameter.Capitulum.3,Infructescence.Diameter.Capitulum.4,Inflorescence.Diameter.Capitulum.1,Inflorescence.Diameter.Capitulum.2,Inflorescence.Diameter.Capitulum.3,Inflorescence.Diameter.Capitulum.4,Length.Sterile.Phyllary.1,Length.Sterile.Phyllary.2,Length.Sterile.Phyllary.3,Width.Sterile.Phyllary.1,Width.Sterile.Phyllary.2,Width.Sterile.Phyllary.3,Length.Ray.Flower.Corolla.1,Length.Ray.Flower.Corolla.2,Length.Ray.Flower.Corolla.3,Length.Disc.Flower.Corolla.1,Length.Disc.Flower.Corolla.2,Length.Disc.Flower.Corolla.3,Length.Disc.Flower.Tube.1,Length.Disc.Flower.Tube.2,Length.Disc.Flower.Tube.3,Is.Seedling,DNA.Sample,Type.Taxa,Cited.Cuatrecasas.Monograph.Taxa
YAM_090,Y_090,Pineda Yam,90,Yes,No,,7,E. argentea,E. argentea,E. argentea,NA,-74.17419,4.21742,3472,21.006,21.512,21.402,1.11,1.15,1.14,37,52,NA,1.3,1.4,NA,2,2,NA,13,10,NA,3.48,1.38,5.31,4.84,1.72,NA,NA,NA,NA,NA,1.21,0.94,1.05,1.05,6.45,4.01,5.5,3.56,2.79,3.7,3.91,3.26,3.25,2.51,2.54,3.19,1.2,1.1,1.18,NO,NA,NA,NA
YAM_091,Y_091,Pineda Yam,91,Yes,No,,7,E. argentea,E. argentea,E. argentea,NA,-74.17408,4.21745,3469,20.63,20.635,20.561,1.5,1.99,1.59,56,57,NA,1,1.4,NA,2,2,NA,21,15,NA,1.2,3.4,1.1,1.9,3.1,2.1,1,1,NA,NA,1.1,0.9,1,NA,5.69,4.93,NA,4.22,3.12,NA,4.5,4.68,5.36,4.09,3.82,4.29,2.6,0.91,1,NO,YES,NA,NA
YAM_092,Y_092,Pineda Yam,92,No,Yes,,Not present,E. argentea,E. argentea,E. argentea,NA,-74.14427,4.21748,3472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_093,Y_093,Pineda Yam,93,No,Yes,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.17423,4.21758,3473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_094,Y_094,Pineda Yam,94,Yes,No,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.17571,4.21966,3408,34.115,31.115,40.282,3.28,4.795,6.335,74,82,NA,2.8,3.2,NA,1,1,NA,22,18,NA,2.26,4.69,1.96,NA,3.23,3.21,1.7,1.71,1.84,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_095,Y_095,Pineda Yam,95,Yes,No,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.17558,4.2196,3490,29.179,30.23,32.56,1.632,1.665,1.69,84,62,93,2.5,2.5,2.4,1,1,NA,20,15,24,1.8,4.1,2.4,2,2.3,2.1,1.9,1.9,1.9,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_096,Y_096,Pineda Yam,96,Yes,No,,Not present,E. argentea,E. argentea,E. argentea,NA,-74.17551,4.21962,3488,22.292,20.916,20.788,1.8,1.7,1.87,83,NA,NA,1.8,NA,NA,2,2,NA,24,NA,NA,2.52,NA,2,2,NA,NA,1.63,1.59,1.36,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_097,Y_097,Pineda Yam,97,No,Yes,,Not present,E. argentea,E. argentea,E. argentea,NA,-74.17546,4.21966,3486,36.315,33.087,34.202,1.1,1.3,1.2,123,118,NA,3,3.3,NA,1,2,NA,18,17,NA,4.16,3.71,4.53,5,4.2,5.09,1.4,1.5,1.3,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_098,Y_098,Pineda Yam,98,No,Yes,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.1775,4.21961,3486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_099,Y_099,Pineda Yam,99,Yes,No,,7,E. argentea,E. argentea,E. argentea,NA,-74.17544,4.21974,3485,33.686,34.154,32.702,1.77,1.152,1.092,104,99,NA,2,1.8,2.4,3,3,NA,13,10,8,4.4,10.2,4.4,4.6,6.1,5.6,1,1.2,1,1.2,NA,NA,NA,NA,6.47,5.79,3.99,4.09,3.72,2.59,5.2,6.1,5.01,3.48,3.43,3.8,1.11,1.34,0.99,NO,NA,NA,NA
YAM_100,Y_100,Pineda Yam,100,No,Yes,,Not present,E. argentea,E. argentea,E. argentea,NA,-74.17545,4.21975,3485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_101,Y_101,Pineda Yam,101,Yes,No,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.18034,4.24057,3648,27.633,28.587,NA,1.467,1.519,NA,76,79,87,1.8,2.5,1.8,1,1,NA,17,16,12,4.19,2.9,2.75,2.68,2.23,2.42,2.6,2.2,2.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_102,Y_102,Pineda Yam,102,No,Yes,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.18034,4.24057,3648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_103,Y_103,Pineda Yam,103,Yes,No,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.18031,4.241361,3649,29.723,29.71,NA,1.344,1.284,NA,61,65,58,1.7,1.6,1.8,1,1,NA,7,9,8,3.38,3.21,2.39,NA,2.59,1.58,2.1,2.2,2.5,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_104,Y_104,Pineda Yam,104,No,Yes,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.18031,4.241361,3649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_105,Y_105,Pineda Yam,105,Yes,No,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.18031,4.241306,3649,29.131,28.508,NA,1.876,1.677,NA,78,64,39,2.6,1.8,2.8,1,1,NA,7,7,18,2.4,2,2.6,2.5,4.8,5.3,2.4,2.3,2.3,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_106,Y_106,Pineda Yam,106,Yes,No,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.18031,4.241306,3650,28.073,27.602,NA,1.995,1.59,NA,86,81,76,2.4,2.6,2.4,1,1,NA,18,16,18,2.01,2.24,1.57,2.11,1.83,1.98,2.2,1.9,2.3,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_107,Y_107,Pineda Yam,107,No,Yes,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.18031,4.241306,3650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_108,Y_108,Pineda Yam,108,Yes,No,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.18036,4.253861,3701,35.178,35.328,NA,1.737,1.625,NA,84,79,94,2.1,2.1,1.7,1,1,NA,15,11,17,2.2,8.2,1.8,1.6,2.2,2.8,2.2,1.8,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_109,Y_109,Pineda Yam,109,Yes,No,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.18036,4.253861,3702,22.364,22.35,NA,1.309,1.188,NA,71,64,67,1.8,1.7,1.4,1,1,NA,9,9,9,1.39,1.92,1.21,1.19,2,1.94,2.7,2.7,2.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_110,Y_110,Pineda Yam,110,No,Yes,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.18036,4.253861,3702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_111,Y_111,Pineda Yam,111,No,Yes,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.18036,4.253861,3701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_112,Y_112,Pineda Yam,112,Yes,No,,Not present,E. grandiflora,cf. E. grandiflora,E. grandiflora,ver especimen si disponible,-74.17944,4.253889,3708,20.468,18.721,NA,3.026,3.026,NA,61,61,NA,1.6,1.6,NA,1,1,NA,7,7,NA,2.6,4.9,2.2,2,5.2,7.5,2.5,2.3,2.5,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_113,Y_113,Pineda Yam,113,No,Yes,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.17944,4.253889,3708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_114,Y_114,Pineda Yam,114,Yes,No,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.17944,4.253889,3708,24.926,27.679,NA,2.062,2.484,NA,59,58,57,2,1.9,2,0,1,NA,10,11,13,2,3.63,1.9,1.88,3.44,3.5,2,1.8,2.1,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_115,Y_115,Pineda Yam,115,No,Yes,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.17944,4.253889,3708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_116,Y_116,Pineda Yam,116,Yes,No,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.18614,4.256972,3562,45.975,NA,NA,2.773,NA,NA,91,78,87,1.7,2.1,2.9,1,1,NA,7,15,13,2.71,3.53,2.32,2.23,3.17,NA,2.02,2.06,1.97,2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_117,Y_117,Pineda Yam,117,Yes,No,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.18619,4.256917,3562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_118,Y_118,Pineda Yam,118,Yes,No,,Not present,E. argentea,E. argentea,E. argentea,NA,-74.16806,4.22814,3399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_119,Y_119,Pineda Yam,119,No,Yes,,Not present,E. argentea,E. argentea,E. argentea,NA,-74.16807,4.22854,3399,NA,NA,NA,NA,NA,NA,82.5,62,NA,1.4,1.4,NA,2,2,NA,14,9,NA,2.32,NA,1.5,1.55,NA,NA,1.56,1.62,1.55,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_120,Y_120,Pineda Yam,120,Yes,No,,Not present,E. argentea,E. argentea,E. argentea,NA,-74.16778,4.22913,3408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_121,Y_121,Pineda Yam,121,No,Yes,,Not present,E. argentea,E. argentea,E. argentea,NA,-74.15767,4.22908,3408,NA,NA,NA,NA,NA,NA,136,152,149,2.5,2.2,3.2,4,3,NA,31,22,32,2.25,1.66,2.56,2.24,1.94,1.86,1.6,1.3,1.56,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_122,Y_122,Pineda Yam,122,No,Yes,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.18172,4.23715,3672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_123,Y_123,Pineda Yam,123,Yes,No,,Not present,E. argentea,E. argentea,E. argentea,NA,-74.18157,4.23719,3672,NA,NA,NA,NA,NA,NA,67.5,65.5,66.5,1.3,1.5,1.8,2,3,NA,14,21,22,1.49,1.94,1.72,1.52,2.01,2.2,NA,NA,NA,NA,1.27,1.2,1.2,1.34,5.81,5.3,4.89,3.24,2.47,2.81,4.06,4.1,3.35,4.21,5.31,3.35,2,2.36,1.17,NO,NA,NA,NA
YAM_124,Y_124,Pineda Yam,124,Yes,No,,Not present,E. killipii,E. killipii,E. killipii,NA,-74.18154,4.23726,3673,NA,NA,NA,NA,NA,NA,76,75,80.5,2.8,2.7,2.9,0,0,NA,9,8,9,4.76,5.33,4.18,2.96,4.2,4,2.33,2.23,2.6,2.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,YES,NA,NA
YAM_125A,Y_125A,Pineda Yam,125A,No,Yes,,Not present,E. killipii,E. killipii,E. killipii,NA,-74.18153,4.23725,3674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_125,Y_125,Pineda Yam,125,Yes,No,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.18173,4.23731,3678,26.561,23.347,26.111,4.126,3.973,3.897,79.4,72,76,2.3,2.2,2.2,1,1,NA,11,18,18,4.16,5.55,3.47,NA,4.59,4.06,2.1,2.1,2.1,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_126,Y_126,Pineda Yam,126,Yes,No,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.18173,4.23731,3678,27.37,25.5,NA,4.324,4.235,NA,85,70,87,2.2,1.9,1.8,1,1,NA,16,12,12,2.43,3.51,1.9,1.94,2.81,3.01,2.12,1.98,2.06,2.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_127,Y_127,Pineda Yam,127,No,Yes,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.19337,4.24357,3675,34,NA,NA,2,NA,NA,74,99,77,1.7,1.9,2.6,1,1,NA,8,16,15,2.63,4,2.35,2.27,3.01,3.04,2.14,2.03,2.43,2.4,NA,NA,NA,NA,9.17,12.37,7.21,4.46,4.79,6.18,10.11,9.62,9.6,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_128,Y_128,Pineda Yam,128,Yes,No,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.19766,4.24696,3859,37.233,35.241,NA,5.873,6.096,7.236,98,80,89,3.6,3,3,3,3,NA,11,11,7,3.74,5.48,2.42,2.08,4.53,5.14,2.43,3.05,3.3,1.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_129,Y_129,Pineda Yam,129,No,Yes,,Not present,E. grandiflora,g. hoja.peque,E. grandiflora,ver especimen si disponible,-74.19766,4.24696,3859,24.132,24.887,26.206,2.04,2.239,1.789,71,68.5,72,2.9,2.5,3.2,1,2,NA,13,20,21,2.6,4.63,2.09,2.06,3.56,2.74,2.73,2.18,2.19,2.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_130,Y_130,Pineda Yam,130,Yes,No,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.19714,4.24616,3806,NA,NA,NA,NA,NA,NA,50,63,52,1.4,1.7,1.3,0,1,NA,7,8,5,2.48,2.84,2.12,2.83,3.86,2.89,2.03,1.79,1.98,2.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_131,Y_131,Pineda Yam,131,No,Yes,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.19714,4.24616,3806,23.956,22.487,23.248,1.562,1.845,1.467,67.5,66,73,1.8,1.9,2.3,1,1,NA,17,19,17,2.65,2.98,2.38,2.14,2.24,2.08,2.31,2.09,2.06,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_132,Y_132,Pineda Yam,132,Yes,No,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.19508,4.24602,3707,25.508,24.241,NA,3.701,2.776,NA,95,98,NA,2,2.5,NA,1,1,NA,10,10,NA,3.7,5.53,4.21,4.57,4.82,5.22,1.91,1.72,1.98,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_133,Y_133,Pineda Yam,133,No,Yes,,Not present,NotFound,Tres.Escapos,complejo_sin_bracteas,ver especimen si disponible,-74.19508,4.24602,3707,25.146,25.133,25.832,2.516,2.683,3.599,65.5,46,NA,2.7,2.7,NA,0,0,NA,17,23,NA,3.85,2.86,2.65,2.56,2.32,1.52,2.02,2.01,2.2,1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_134,Y_134,Pineda Yam,134,Yes,No,,Not present,E. killipii,E. killipii,E. killipii,NA,-74.1955,4.2447,3744,25.16,26.015,NA,4.783,5.13,NA,73,74,66,2.9,2.5,2.9,0,0,NA,11,11,14,NA,6.56,5.98,4.86,4.33,4.98,3.62,2.22,2.63,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_135,Y_135,Pineda Yam,135,No,Yes,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.1955,4.2447,3744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_136,Y_136,Pineda Yam,136,Yes,No,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.19781,4.23979,3591,31.033,30.466,1.585,3.728,3.27,NA,83,99,105,2.8,3,2.3,0,1,NA,19,26,17,2.53,2.15,3.62,3.81,2.08,1.69,2.15,2.02,1.75,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_137,Y_137,Pineda Yam,137,No,Yes,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.19781,4.23979,3591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_138,Y_138,Pineda Yam,138,Yes,No,,Not present,E. killipii,E. killipii,E. killipii,NA,-74.20696,4.24682,3704,38.022,34.795,NA,3.375,4.5,NA,73,76,76,3.6,3.9,4,0,0,NA,13,8,8,5.48,8.48,3.68,4.07,5.74,4.67,3.53,3.78,3.23,4.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_139,Y_139,Pineda Yam,139,No,Yes,,Not present,E. killipii,E. killipii,E. killipii,NA,-74.20696,4.24682,3704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_140,Y_140,Pineda Yam,140,Yes,No,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.20685,4.24694,3705,NA,NA,NA,NA,NA,NA,70,87,87,2,2.9,2.6,0,1,NA,23,19,11,2.87,3.74,2.67,2.63,3.06,3.76,1.93,1.48,2.05,2.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_141,Y_141,Pineda Yam,141,No,Yes,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.20685,4.24694,3705,NA,NA,NA,NA,NA,NA,54,56,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_141A,Y_141A,Pineda Yam,141A,Yes,No,,Not present,E. killipii,E. killipii,E. killipii,NA,-74.20708,4.2469,3704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_142A,Y_142A,Pineda Yam,142A,No,Yes,,Not present,E. killipii,E. killipii,E. killipii,NA,-74.22195,4.28279,3919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_142,Y_142,Pineda Yam,142,Yes,No,,Not present,E. killipii,E. killipii,E. killipii,NA,-74.22195,4.28279,3919,38.702,35.276,NA,3.27,2.844,NA,44,53,53,1.9,2.6,2.8,0,0,NA,5,5,5,3.51,3.33,3.12,1.56,3.74,1.7,4.03,4.09,3.76,3.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
